train_id,name,item_condition_id,category_name,category_name 1,category_name 2,category_name 3,category_name 4,category_name 5,brand_name,price,high_priced,shipping,item_description,has_offer
21984,RCA Viking Pro 10.1 PRICE DROP!!,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,64.0,0,0,"Brand new touch-screen but wrong version screen make the screen a little off as seen in right corner don't affect touch 10.1 inch screen Android operation system detachable keyboard Wi-Fi compatible 32GB memory 1G DDR and brand new charger, scratches and marks from previous owner!!!",0
23928,Logitech Bluetooth iPad Keyboard,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Logitech,15.0,0,0,"Like new condition Honestly did not have much use for it Logitech Bluetooth keyboard, believe it retails around [rm]. Haven't used in a while but believe the case also acts as a stand for an iPad.",0
23945,iPad Mini 16gb,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,136.0,1,0,This item is in great condition. There is no damage. Comes with original box that include the manual and charger head. It is iCloud unlocked.,0
24966,iPad mini 2 wifi 32GB,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,110.0,1,1,"Apple iPad mini 16gb Black/Slate 1st Generation 7.9"", WIFI only! Excellent used condition! Has been kept in it's Case and has had a tempered glass screen protector since purchase. I just upgraded, so this one is ready to go. Can't really find a flaw, possibly a few scratches in the back? Just to descibe as accurately as possible w/o leaving anything out! It's in pristine condition, no iCloud lock. Ready for use. Will be sent w/the charger!",0
25281,Samsung Galaxy Tab 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,56.0,0,0,No description yet,0
25626,Kindle Paperwhite,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,40.0,0,1,No description yet,0
26124,Apple Wireless Keyboard,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,31.0,0,0,Works great! Just don't use it anymore.,0
26228,Apple IPad 3rd gen - cracked screen 64GB,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,150.0,1,1,"Apple Ipad 3rd Gen, perfect condition! Ipad 3rd Gen 16 GB + 4g. I bought this a while ago but got a laptop soon after, so I've barely used it at all! Will come with a charger and the case if requested. Basically a brand-new ipad from a few years ago! Message me with offers or questions, price is negotiable!!",1
26625,Kindle fire,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,51.0,0,0,"Amazon fire 7.5"" like new in excellent condition. This kindle was barely used and well taken care of. It will be reset to factory settings. Comes with charger, pouch, and silicone protector case. See photo for serial number. If you have questions please contact me! I might even have original box, I will look for it.",0
26684,5 Kindle Fire HD 8 cases NEW!,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,AmazonBasics,9.0,0,0,"Pink leather standing cover for Kindle Fire HD 7"".",0
27270,Michael Kors iPad Mini Sleeve,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,12.0,0,0,Beautiful 100% Michael kors yellow iPad cover. Upgraded Apple product so no longer using.,0
27595,Amazon Kindle,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,30.0,0,1,"amazon.kindle fire. 7.5"" by 4.5""",0
28765,IPad smart cover,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,16.0,0,0,Apple iPad smart case Brand new Color orange,0
29040,Samsung Galaxy Tab 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Samsung,84.0,0,0,"White Sprint New. No scratches, chips, dents. Original screen",0
29323,Amazon Echo Dot (Brand New),1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,36.0,0,0,"New in box, Amazon Echo Dot.",0
29526,iPad Pro With Key Board Case 9.7 Screen,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,284.0,1,0,"Works great, does have a crack in screen at bottom. See photos. Like new except for crack. You can use Apple Pencil.",0
30300,Ipad air glass pro,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,10.0,0,1,No description yet,0
30669,Amazon Fire,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,AmazonBasics,31.0,0,0,I have had it for probably 6 months and have never used it! Comes with a charger( not the one it came with but still works to charge it) Basically brand new and no signs of use,0
30849,Pink iPad Mini Rotation Case,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,10.0,0,1,"Brand new , FREE SHIPPING, PRICE IS FIRM Buy today , ship out today . Shipping takes 3-5 with tracking # . Price is firm Check out my store for more cases Fits for mini 1 , iPad mini 2 , iPad mini 3 Thanks for stopping by .",0
31718,Lenovo tab 2 a5500-f,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,25.0,0,0,"In very respectable condition. Only a minor scratch on the screen. The body is clean. Has dual cameras. 8"" screen. 16gb of storage. SD card slot. Android 5.1 Lollipop. Comes with original power adapter and replacement cable. No locks. Wifi only.",0
32934,"Insignia 10.1"" 32gb Android Tablet",3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Insignia,50.0,0,1,Model NS-P10A7100 Quality tested. May have minor scratches. Comes with charger. Ships free. Get in 3-4 days.,0
33249,Ipod nano 5th generation,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,40.0,0,1,Ipod nano 5th generation. Works great .,0
33372,iPad Mini 16gb,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Apple,86.0,0,0,Silver IPad mini 32gb/wifi only Light scratches Fully functional Come with Michael Kors sleeve. *must pay shipping*,0
33510,2 Fling Tablet iPad Galaxy Tab Joysticks,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,8.0,0,1,"2 new Fling joysticks compatible with touch screens. I bundle, take [rm] off every listing you want, up to 13oz shipping weight!",0
34012,IPAD MINI 4 128 GB wifi only,4,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,51.0,0,0,"Used iPad Mini 16GB WIFI Only Still working good, Screen Cracked but touch screen working good. You don't need to repair the screen. No iCloud lock, WIFI only Come with charger, cable and Bluetooth Logitech keyboard cover.",0
35230,Samsung Galaxy Tab 3,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,200.0,1,1,"Samsung Galaxy Tab S 10.5 SM-T800 Works with no issues Beautiful Display Cosmetic flaw on corner nothing a case won't hide I bought an IPad Pro that's why I'm selling Android tablet * CPU: Octa-Core, 1.9GHz, 1.3GHz * Display: Super AMOLED, 2560 x 1600 (WQXGA) * Resolution: CMOS 8.0 MP FIRM ON PRICE FREE SHIPPING",0
36289,ZAGG Rose Gold iPad Air Keyboard Case,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,36.0,0,0,Purchased brand new from Best Buy. Recently upgraded to iPad Pro and no longer have use for this. I have the charger.,0
36842,IPad Air 2 hard case,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,24.0,0,0,"Bought used, never used it. Kate spade New York folio hard case for iPad Air 2- black glitter",0
37581,Kate Spade iPad Air 2 Case,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,16.0,0,1,kate spade New York iPad Air 2 Case New with color defects As shown in 1st and 4th picture Never use Retails for [rm],0
37667,NEXUS 7 with case,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,LG,51.0,0,0,GIVE ME YOUR BEST OFFER,0
37951,Pink iPad Mini Rotation Case,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,10.0,0,1,Brand new free shipping Price is firm Check out my store for more cases Fits for iPad mini 1/2/3,0
38111,iPad 2 16g with case and charger,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,126.0,1,0,"iPad 2 with 16g Gently used 9.5/10 no flaws just used Kept in case since the day if purchase. Never dropped Price fair & firm -I will ignore all offers Many are selling for more with less being offered. Box, charger, adapter, manual, stickers all included",1
38168,IPad Mini First Generation 16GBS,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,50.0,0,1,"some small wear and tear, has a barely noticeable hairline crack on screen. in great working condition",0
38546,Samsung Tab 2 10.1,4,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,30.0,0,1,"Great tablet thought cosmetically it has its flaws. As the pictures show, there are scuffs along the edges but cannot seen in a case. The volume keys are missing as well, but are accessible, if needed, by using an object to press the buttons down. But there are volume settings you can use to.",0
38768,Kurio 7S,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,40.0,0,0,"Great kids tablet Runs on android Perfect working condition 2 minor scratches on screen shown, other than that body is in great shape (it's always been in its case) Will include android charging cord and rubber case",0
38882,iPad Mini 4 [Spigen Case],1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Apple,12.0,0,1,"☆ FREE SHIPPING! ☆ NEW / UNOPENED PRODUCT (Color: Gunmetal) FEATURES: - Two-layered case of flexible TPU & hard polycarbonate with kickstand for hands-free viewing - Durable kickstand supports device for hands-free viewing - Stylish design with carbon fiber accents and technical details -Raised bezels lift screen and camera off flat surfaces Apple iPad Mini 4 Case, Maximize on style and protection for your iPad mini 4 using Spigen's Tough Armor case. Its two-part construction of shock-absorbing TPU and hard PC doubles up on durability that sports design details with a sturdy kickstand for trendy protection and functionality in one package. A.a.32",0
39003,Nabi Jr,1,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,61.0,0,0,Brand new never opened,0
39843,Amazon Kindle,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,24.0,0,0,"Amazon kindle 6"" key ink (paperback look & no glare) 2GB. It connects to wifi. It has some light scratches on the back. I will also add a charger, it didn't come with one when I bought it. I've used it a few times and I've had it about 2 years. Works perfectly. I believe it's either the 4th or 5th gen. Battery life is great! I'm pretty firm on the price.",0
40284,Samsung Galaxy Tab 3,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Samsung,89.0,0,0,"It is a Samsung Galaxy note 8.0. It comes with a belkin cover. 16 GB. Bluetooth, WiFi. Does not come with charger. Works good",0
40510,"L.E.D. Watch, Club & Rave Watch",2,Electronics/Computers & Tablets/iPad/Tablet/eBook Readers,Electronics,Computers & Tablets,iPad,Tablet,eBook Readers,Unbranded,14.0,0,1,"Biggest Trend Watch in Clubs Around the USA & Europe (Second picture of friends wearing the watches in a club) 1x Fashion Watch LED Changes Color (for roughly 25 seonds) COLORS In stock are below, however color will be sent at random. White Black Clubs charge [rm]+ Ships within 24 hours Mon-Fri",0
40713,Samsung Galaxy Tab 3,2,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Samsung,9.0,0,0,"Pearl white slim folio case for Samsung GALAXY Tab 3. Like New..opened box item. Price IS FIRM. Tags: case, cover, tablet, apple, shock proof, anti, drop, soft touch, protection, protector, scratch, water, resistant, apple, folio, leather, flip stand, belkin, griffin, rugged,",0
41045,Bluetooth keyboard,3,Electronics/Computers & Tablets/iPad/Tablet/eBook Access,Electronics,Computers & Tablets,iPad,Tablet,eBook Access,Unbranded,10.0,0,1,Works with iPad 2 Fast free shipping Smoke free home All orders washed and dewrinkled before ship Ask me about my bundle deals!!! 4 for [rm] free ship!❤️,0
